W3181,,Genome count,PMID,Product Descriptor,GENE,Alias,Role,Regulated by,Essentiality Class in MR-1,FIG Function,FIG Subsystem,CAZY,family,Merops family,cofactor (organic),cofactor (inorganic,substrate,Transport Family,EC NUMBER,evolution,Genome count,Localization,Group ID
W3181_0681,,6,,acteyltransferase GNAT family,,,resistance to antibiotics (repeat at start),,,acetyltransferase GNAT family,,,,,,,,,,mobile - integron,1,cyt,Shw06051
W3181_0682,,11,,P-loop containing nucleoside triphosphate hydrolase superfamily,,,,,Dispensable,DNA helicase,,,,,,,,,,,1,cyt,Shw06667
W3181_0683,,11,,putative lipoprotein,,,,,Dispensable,hypothetical protein,,,,,,,,,,,1,LP-surface,Shw06720
W3181_0684,,11,,membrane bound lytic murein transglycosylase MltD,mltD,,Peptidoglycan Biosynthesis,,Dispensable,Membrane-bound lytic murein transglycosylase D precursor (EC 3.2.1.-),CBSS-228410.1.peg.134; <br>CBSS-342610.3.peg.1536; <br>Murein Hydrolases,GH23 CBM50 CBM50,,,,,,,4.2.2.-,,1,LP-OM,Shw06719
W3181_0685,,18,,serine/threonine protein kinase,,,,,Dispensable,Leucine-rich repeat protein,,,,,,,,,2.7.11.1,,1,cyt,Shw07042
W3181_0686,,8,,HAE1 family effllux pump MFP component,,,Transport RND|export,,Dispensable,Probable Co/Zn/Cd efflux system membrane fusion protein,Cobalt-zinc-cadmium resistance,,,,,,,8.A.1,,,1,peri,Shw06429
W3181_0687,,8,,HAE1 family effllux pump permease component,,,Transport RND|export,,Dispensable,AcrB/AcrD/AcrF family protein,,,,,,,,2.A.6.2,,,1,IM 12 TM,Shw06428
W3181_0688,,11,,TPR repeat domain protein,,,,,Dispensable,hypothetical protein,,,,,,,,,,,1,IM 1 TM,Shw06718a
W3181_0689,,18,,putative NAD(P)H quinone oxidoreductase PIG3 family,,,,,Dispensable,Alcohol dehydrogenase zinc-containing,,,,,,Zn,,,,,1,cyt,Shw00526
W3181_0690,,22,,protein of unknown function,,,,,Dispensable,hypothetical protein,,,,,,,,,,core,1,cyt,Shw00565
W3181_0691,,22,,aldose 1-epimerase GalM,galM,,Lactose and Galactose Uptake and Utilization,,Dispensable,Aldose 1-epimerase (EC 5.1.3.3),Lactose and Galactose Uptake and Utilization; <br>Maltose and Maltodextrin Utilization,,,,,,,,5.1.3.3,core,1,cyt,Shw00566
W3181_0692,,22,,galactokinase GalK,galK,,Lactose and Galactose Uptake and Utilization,,Dispensable,Galactokinase (EC 2.7.1.6),Lactose and Galactose Uptake and Utilization,,,,,,,,2.7.1.6,core,1,cyt,Shw00567
W3181_0693,,22,,potassium efflux protein CPA2 family,,,Glutathione-regulated potassium-efflux,,Dispensable,putative Glutathione-regulated potassium-efflux system protein KefB,Potassium homeostasis,,,,,,,2.A.37,,core,1,IM 10 TM,Shw00568
W3181_0694,,22,,protein-disulfide reductase DsbD,dsbD,,copper tolerance,,Dispensable,Cytochrome c-type biogenesis protein DsbD protein-disulfide reductase (EC 1.8.1.8),Biogenesis of c-type cytochromes; <br>Periplasmic disulfide interchange,,,,,,,5.A.1.1,1.8.1.8,core,1,IM 8 TM,Shw00569
W3181_0695,,21,,divalent cation tolerance protein CutA,cutA,,Copper homeostasis: copper tolerance,,Unknown,Periplasmic divalent cation tolerance protein cutA,Copper homeostasis: copper tolerance,,,,,,,,,core? (check Sben),1,cyt,Shw00570
W3181_0696,,22,,membrane protein FsxA,fsxA,,,,Dispensable,FxsA protein,,,,,,,,,,core,1,IM 2 TM,Shw00571
W3181_0697,,10,,diguanylate cyclase,,,Sensory transduction,,,Putative Heme-regulated two-component response regulator,Putative hemin transporter; <br>cAMP signaling in bacteria,,,,,,,,2.7.7.65,,1,cyt,Shw06608
W3181_0698,,22,,protein of unknown function DUF2999,,,,,Unknown,hypothetical protein,,,,,,,,,,core,1,cyt,Shw00587
W3181_0699,,21,,isochorismate hydrolase family protein,,,,ArgR,Dispensable Unclear In Ecoli,Isochorismatase (EC 3.3.2.1),Chorismate: Intermediate for synthesis of PAPA antibiotics PABA anthranilate 3-hydroxyanthranilate and more.,,,,,,,,,no SVI,1,cyt,Shw00621
W3181_0700,,22,,regulatory protein for nitrogen assimilation GlnK,glnK,,Nitrogen assimilation - ammonia,,Dispensable,Nitrogen regulatory protein P-II,Ammonia assimilation,,,,,,,,,core,1,cyt-IM assoc,Shw07282b
W3181_0701,,22,,ammonium transporter channel family protein,,,Nitrogen assimilation - ammonia,,Dispensable,Ammonium transporter,Ammonia assimilation,,,,,,,1.A.11.2,,core,1,IM 11 TM,Shw00619
W3181_0702,,22,,hypothetical periplasmic protein,,,,,Unknown,hypothetical protein,,,,,,,,,,core,1,peri,Shw00618
W3181_0703,,22,,phospho-2-dehydro-3-deoxyheptonate aldolase phe-sensitive AroG,aroG,,Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),,Dispensable,2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),,,,,Cd,,,2.5.1.54,core,1,cyt,Shw00616
W3181_0704,,22,,conserved protein of unknown function,,,,,Unknown,hypothetical protein,,,,,,,,,,core,1,cyt,Shw00615
W3181_0705,,22,,ABC-type Ni2+/Co2+ export system bifunctional ATPase and permease components AtmA,atmA,,Nickel and Cobalt homeostasis,,Dispensable,ABC transporter ATP-binding protein,,,,,ATP,,,3.A.1.210,,core,1,IM 6 TM,Shw00614
W3181_0706,,21,,hypothetical protein,,,,,Dispensable,hypothetical protein,,,,,,,,,,no Sden,1,cyt,Shw00613
W3181_0707,,22,,hypothetical protein,,,,,Dispensable,hypothetical protein,,,,,,,,,,core,1,cyt,Shw00612
W3181_0708,,12,,ferredoxin-dependent glutamate synthase GlsF,glsF,,Nitrogen assimilation - ammonia,,Dispensable,Ferredoxin-dependent glutamate synthase (EC 1.4.7.1),Ammonia assimilation; <br>Glutamine Glutamate Aspartate and Asparagine Biosynthesis,,,,FMN,FeS,,,1.4.7.1,,1,IM 1 TM,Shw00611
W3181_0709,,19,,phosphoglycerate mutase family protein,,,,,Dispensable,hypothetical protein,,,,,,,,,,,1,peri,Shw00610
W3181_0710,,19,,conserved hypothetical protein,,,,,Dispensable,hypothetical protein,,,,,,,,,,,1,cyt,Shw00609
W3181_0711,,22,,ferredoxin--NADP reductase Fpr,fpr,,,,Dispensable,Ferredoxin--NADP(+) reductase (EC 1.18.1.2),Biogenesis of cytochrome c oxidases; <br>Inorganic Sulfur Assimilation,,,,FAD; NADP,,,,1.18.1.2,core,1,cyt,Shw00608
W3181_0712,,17,,glutathione S-transferase family protein,,,Glutathione: Non-redox reactions,,Dispensable,Glutathione S-transferase family protein,Glutathione: Non-redox reactions,,,,,,,,,,1,cyt,Shw00607
W3181_0713,,17,,conserved hypothetical protein,,,,,Dispensable,hypothetical protein,,,,,,,,,,,1,IM 1 TM,Shw00606
W3181_0714,,21,,ABC-type Fe3+ uptake system substrate-binding component FbpA,fbpA,,Iron homeostasis,Fur,Dispensable,Ferric iron ABC transporter iron-binding protein,Iron acquisition in Streptococcus; <br>Transport of Iron,,,,,Fe(III),,3.A.1.10,,no Sden,1,peri,Shw00605
W3181_0715,,21,,ABC-type Fe3+ uptake system permease component FbpB,fbpB,,Iron homeostasis,Fur,Dispensable,Ferric iron ABC transporter permease protein,Iron acquisition in Streptococcus; <br>Transport of Iron,,,,,,,3.A.1.10,,no Sden,1,IM 12 TM,Shw00604
W3181_0716,,21,,ABC-type Fe3+ uptake system ATPase component FbpC,fbpC,,Iron homeostasis,Fur,Dispensable,Ferric iron ABC transporter ATP-binding protein,Iron acquisition in Streptococcus; <br>Transport of Iron,,,,ATP,,,3.A.1.10,3.6.3.30,no Sden,1,cyt-IM assoc,Shw00603
W3181_0717,,14,,gamma-glutamyltransferase GgtB,ggtB,,Glutathione: Biosynthesis and gamma-glutamyl cycle,,Dispensable,Gamma-glutamyltranspeptidase (EC 2.3.2.2),Glutathione: Biosynthesis and gamma-glutamyl cycle,,,T03,,,,,2.3.2.2,,1,peri,Shw00602
W3181_0718,,22,,Dyp-type heme-dependent peroxidase,,,aerobic (protection against ROS),,Dispensable,Dyp-type peroxidase family protein,,,,,heme b,,,,,core,1,cyt,Shw00601
W3181_0719,,15,,transcriptional regulator LysR family,,,Sensory transduction,,Unknown,Transcriptional regulator LysR family homolog 10,,,LysR,,,,,,,,1,cyt,Shw00626
W3181_0720,,15,,NAD dependent epimerase/dehydratase family protein,,,,,Dispensable,Rrf2-linked NADH-flavin reductase,,,,,NAD,,,,,,1,cyt,Shw00627
W3181_0721,,22,,arginine-responsive transcriptional repressor of arginine metabolism ArgR,argR,,1CP|global - Arg metab,ArgR,Expected Essential,Arginine pathway regulatory protein ArgR repressor of arg regulon,Arginine Biosynthesis extended; <br>Arginine Deiminase Pathway; <br>Arginine and Ornithine Degradation,,ArgR,,,,,,,core,1,cyt,Shw00628
W3181_0722,,22,,NAD dependent malate dehydrogenase Mdh,mdh,,Glyoxylate bypass,,Dispensable,Malate dehydrogenase (EC 1.1.1.37),Glyoxylate bypass; <br>Serine-glyoxylate cycle; <br>TCA Cycle,,,,NAD,,,,1.1.1.37,core,1,cyt,Shw00629
W3181_0723,,12,,thiol-disulphide oxidoreductase DCC family,,,,,Dispensable,Cell division inhibitor,Persister Cells,,,,,,,,,,1,cyt,Shw00630
W3181_0724,,15,,dihydrofolate reductase FolM,folM,,Folate Biosynthesis,,Dispensable,FolM Alternative dihydrofolate reductase 1,Folate Biosynthesis,,,,,,,,1.5.1.3,,1,cyt,Shw00631
W3181_0725,,22,,5-formyltetrahydrofolate cyclo-ligase YgfA,ygfA,,Folate Biosynthesis,,Dispensable,5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2),Folate Biosynthesis; <br>One-carbon metabolism by tetrahydropterines; <br>Serine-glyoxylate cycle,,,,,,,,6.3.3.2,core,1,cyt,Shw00632
W3181_0726,,22,,cell division protein interacting with FtsZ ZapA,zapA,,Cell division,,Unknown,Z-ring-associated protein ZapA,Bacterial Cytoskeleton,,,,,,,,,core,1,cyt,Shw00633
W3181_0727,,22,,conserved protein YecA family,,,,,Expected Essential,FIG037488: Putative conserved exported protein precursor,,,,,,,,,,core,1,cyt,Shw00634
W3181_0728,,22,,2-octaprenyl-6-methoxyphenol hydroxylase UbiH,ubiH,,Ubiquinone Biosynthesis,,Expected Essential,2-octaprenyl-6-methoxyphenol hydroxylase (EC 1.14.13.-),CBSS-87626.3.peg.3639; <br>Ubiquinone Biosynthesis,,,,FAD,,,,1.14.13.-,core,1,IM 1 TM,Shw00635
W3181_0729,,22,,FAD-dependent hydroxylase VisC,visC,,Ubiquinone Biosynthesis,,New Essential,2-octaprenyl-3-methyl-6-methoxy-14-benzoquinol hydroxylase (EC 1.14.13.-),CBSS-87626.3.peg.3639; <br>Ubiquinone Biosynthesis,,,,FAD,,,,,core,1,cyt,Shw00636
W3181_0730,,22,,aminomethyltransferase GcvT,gcvT,,glycine metab,,Dispensable,Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10),CBSS-87626.3.peg.3639; <br>Glycine and Serine Utilization; <br>Glycine cleavage system,,,,NAD,,,,2.1.2.10,core,1,cyt,Shw00637
W3181_0731,,22,,glycine cleavage system carrier of aminomethyl moiety GcvH,gcvH,,Glycine and Serine Utilization,,Unknown,Glycine cleavage system H protein,Glycine and Serine Utilization; <br>Glycine cleavage system,,,,NAD,,,,,core,1,cyt,Shw00638
W3181_0732,,22,,glycine dehydrogenase (decarboxylating) GcvP,gcvP,,Glycine and Serine Utilization,,Dispensable,Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2),Glycine and Serine Utilization; <br>Glycine cleavage system,,,,pyridoxyl phosphate (PLP); NAD,,,,1.4.4.2,core,1,cyt,Shw00639
W3181_0733,,3,,hypothetical protein,,,,,,hypothetical protein,,,,,,,,,,,1,cyt,Shw04776
W3181_0734,,1,,ISSpu7 transposase TnpA_ISSpu7,tnpA_ISSpu7,,DNA mobilization - IS element,,,hypothetical protein,,,,,,,,,,mobile - ISSpu7,1,cyt,tnpa_ISSpu7
W3181_0735,,2,,DNA helicase II UvrD,uvrD,,DNA repair,,,ATP-dependent DNA helicase pcrA (EC 3.6.1.-),DNA repair bacterial UvrD and related helicases,,,,,,,,3.6.4.12,mobile - cmpd Tn,1,cyt,Shw02831
W3181_0736,,2,,predicted ATP-dependent endonuclease OLD family,,,,,,conserved hypothetical protein,,,,,,,,,,mobile - cmpd Tn,1,cyt,Shw02832
W3181_0737,,9,,Nerd domain protein,,,,,Dispensable,hypothetical protein,,,,,,,,,,mobile - cmpd Tn,1,IM 3 TM,Shw00642
W3181_0738,,3,,conserved hypothetical protein,,,,,,,,,,,,,,,,mobile - cmpd Tn,1,cyt,Shw04775
W3181_0739,,22,,protein of unknown function DUF3297,,,,,Unknown,hypothetical protein,,,,,,,,,,core in cmpd Tn,1,cyt,Shw00643
W3181_0740,,20,,ribosome recycling factor Rrf,rrf,,Translation termination factors,,Dispensable,Ribosome recycling factor,CBSS-176299.4.peg.1996B; <br>Translation termination factors bacterial,,,,,,,,,mobile - cmpd Tn,1,cyt,Shw00646
W3181_0741,,1,,ISSpu7 transposase TnpA_ISSpu7,tnpA_ISSpu7,,DNA mobilization - IS element- interrupts W3181_0742 but probably not its function,,,hypothetical protein,,,,,,,,,,mobile - ISSpu7,1,cyt,tnpa_ISSpu7
W3181_0742^,,9,,conserved hypothetical protein,,,,,,hypothetical protein,,,,,,,,,,,1,cyt,Shw06508
W3181_0743,,10,,methyl accepting sensory transducer with Cache_2 small molecule binding domain,,,Chemotaxis,,,Methyl-accepting chemotaxis protein homolog 13,,,,,,,,,,,1,IM 2 TM,Shw06607a
W3181_0744,,22,21169565,protein involved in RimO-mediated beta-methylthiolation of ribosomal protein S12 YcaO,ycaO,,,,Dispensable,hypothetical protein,,,,,,,,,,core,1,cyt,Shw00648
W3181_0745,,3,,hypothetical protein,,,heavy metal detoxification?,,,hypothetical protein,,,,,,,,,,,1,IM 2 TM,Shw04774
W3181_0746,,3,,conserved hypothetical protein,,,heavy metal detoxification?,,,hypothetical protein,,,,,,,,,,,1,cyt,Shw04773
W3181_0747,,3,,hypothetical protein,,,heavy metal detoxification?,,,hypothetical protein,,,,,,,,,,,1,cyt,Shw04772
W3181_0748,,3,,conserved hypothetical protein,,,heavy metal detoxification?,,,hypothetical protein,,,,,,,,,,,1,cyt,Shw04771
W3181_0749,,3,,conserved hypothetical protein,,,heavy metal detoxification?,,,hypothetical protein,,,,,,,,,,,1,cyt,Shw04770
W3181_0750,,3,,heavy metal translocating P-type ATPase,,,Transport|export - heavy metal,,,Heavy metal translocating P-type ATPase,,,,,,,,3.A.3,,,1,IM 1 TM,Shw04769
W3181_0751,,6,,periplasmic thioredoxin-family protein,,,Iron homeostasis,Fur,Unknown,hypothetical protein,,,,,,,,,,,1,peri,Shw00650
W3181_0752,,6,,TonB-dependent receptor,,,Iron homeostasis,Fur,Dispensable,TonB-dependent receptor; Outer membrane receptor for ferrienterochelin and colicins,Ton and Tol transport systems,,,,,,,1.B.14,,,1,OM,Shw00651
W3181_0753,,17,,protein of unknown function DUF985,,,,,Dispensable,hypothetical protein,,,,,,,,,,,1,cyt,Shw00652
W3181_0754,,18,,prolipoprotein diacylglyceryl transferase,,,Lipoprotein Biosynthesis,,,Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-),Lipoprotein Biosynthesis,,,,,,,,,,1,IM 7 TM,Shw07036
W3181_0755,,12,,esterase/lipase/thioesterase domain protein,,,non-peptidase,,Dispensable,Putative lipase,,,,S09X,,,,,,,1,cyt,Shw00653
W3181_0756,,11,,multidrug and toxin efflux protein MATE family,,,Transport,,Dispensable,Na+-driven multidrug efflux pump,,,,,,,,2.A.66.1,,,1,IM 12 TM,Shw00654
W3181_0757,,8,,hypothetical protein,,,virulence-eukaryotes,,Dispensable,hypothetical protein,,,,,,,,,,,1,cyt,Shw00655
W3181_0758,,18,,CBS domain containing protein,,,Purine conversions,,Dispensable,Inosine-5-prime-monophosphate dehydrogenase (EC 1.1.1.205),Purine conversions,,,,,,,,,,1,cyt,Shw00656
W3181_0759,,21,,Ca(2+)-dependent phospholipase D PhoD,phoD,,,,Dispensable,Phosphodiesterase/alkaline phosphatase D,,,,,,,,,,no SVI,1,LP-IM,Shw00657
W3181_0760,,22,,predicted phosphoribosyltransferase,,,Purine conversions,,Dispensable,Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8),Cell division-ribosomal stress proteins cluster; <br>Purine conversions,,,,,,,,,core,1,cyt,Shw00658
W3181_0761,,21,,protein of unknown function DUF3622,,,,,Unknown,Pressure-regulated ORF-like protein,,,,,,,,,,no Sama,1,cyt,Shw00659
W3181_0762,,9,,protein of unknown function DUF3103,,,,,,hypothetical protein,,,,,,,,,,mobile?,1,peri,Shw06507
W3181_0763,,16,,periplasmic azurin Azu,azu,,respiration,,Unknown,Azurin,,,,,,Cu,,,,,1,peri,Shw00660
W3181_0764,,16,,ribokinase RbsK,rbsK,,D-ribose utilization,,Dispensable,Ribokinase (EC 2.7.1.15); Ribokinase in cluster with nucleoside hydrolase (EC 2.7.1.15),D-ribose utilization; <br>Deoxyribose and Deoxynucleoside Catabolism,,,,,,,,2.7.1.15,,1,cyt,Shw00661
W3181_0765,,20,,pyrimidine-specific ribonucleoside hydrolase RihA,rihA,,Purine conversions,,Dispensable,Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1),Purine conversions; <br>Queuosine-Archaeosine Biosynthesis,,,,,,,,3.2.2.1,no Sama,1,cyt,Shw00662
W3181_0766,,11,,RCC1/BLIP-II superfamily lipoprotein,,,,,Dispensable,Hypothetical protein SO_0813,,,,,,,,,,,1,LP-OM,Shw00664
W3181_0767,,18,,TonB-dependent vitamin B12 receptor BtuB,btuB,,Cofactor B12 synth,MetJ,Dispensable,TonB-dependent receptor; Outer membrane receptor for ferrienterochelin and colicins,Ton and Tol transport systems,,,,,,,1.B.14,,,1,OM,Shw00665
W3181_0768,,9,,conserved hypothetical protein,,,,,,hypothetical protein,,,,,,,,,,,1,peri,Shw06509
W3181_0769,,22,,protein of unknown function,,,,,Dispensable,hypothetical protein,,,,,,,,,,core,1,cyt,Shw00666
W3181_0770,,22,,transcriptional regulator of methionine biosynthesis MetR,metR,,Methionine Biosynthesis,MetJ,New Essential,Transcriptional activator MetR,Methionine Biosynthesis,,LysR,,,,homocysteine,,,core,1,cyt,Shw00667
W3181_0771,,20,,B12-independent 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase MetE,metE,,Methionine Biosynthesis,MetJ,Dispensable,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14),Methionine Biosynthesis,,,,,,,,2.1.1.14,,1,cyt,Shw00668
W3181_0772,,9,,ABC-type macrolide export systemMFP component MacA,macA,,Transport | export ABC - macrolide L-cysteine,,Dispensable,Macrolide-specific efflux protein MacA,Multidrug Resistance Efflux Pumps,,,,,,,8.A.1,,,1,IM 1 TM,Shw00669
W3181_0773,,9,,ABC-type macrolide export system bifunctional ATPase and permease component MacB,macB,,Transport | export ABC - macrolide L-cysteine,,Dispensable,Macrolide export ATP-binding/permease protein MacB (EC 3.6.3.-),Multidrug Resistance Efflux Pumps,,,,ATP,,,3.A.1.122,3.6.3.-,,1,IM 4 TM,Shw00670
W3181_0774,,11,,ABC-type macrolide export system secretin component MacC,macC,,secretin - macrolide L-lysine,,Dispensable,RND efflux system outer membrane lipoprotein CmeC,Multidrug Resistance Efflux Pumps,,,,,,,1.B.17,,,1,LP-OM,Shw00671
W3181_0775,,3,,diguanylate cyclase,,,Sensory transduction,,,diguanylate cyclase (GGDEF domain) with PAS/PAC sensor,CBSS-323850.3.peg.3142,,,,,,,,2.7.7.65,,1,IM 4 TM,Shw04768
W3181_0776,,22,,membrane-associated zinc metalloprotease M50B family,,,peptidase,,Dispensable,Zn-dependent protease,,,,M50B,,Zn,,,,core,1,IM 6 TM,Shw00672
W3181_0777,,21,,conserved hypothetical protein,,,,,Dispensable,hypothetical protein,,,,,,,,,,no Shal,1,cyt,Shw00673
W3181_0778,,22,,protein of unknown function DUF342,,,,,Dispensable,hypothetical protein,,,,,,Zn?,,,,core,1,cyt,Shw00674
W3181_0779,,22,,16S rRNA (guanine1207-N2)-methyltransferase RsmC,rsmC,,rRNA modification,,Dispensable,Ribosomal RNA small subunit methyltransferase C (EC 2.1.1.52),,,,,,,,,2.1.1.172,core,1,cyt,Shw00675
W3181_0780,,22,,periplasmic alkaline phosphatase PhoA,phoA,,Phosphate metabolism,,Dispensable,Alkaline phosphatase (EC 3.1.3.1),Phosphate metabolism,,,,,Zn Mg,,,3.1.3.1,core,1,peri,Shw00676
W3181_0781,,22,,ATP-dependent glutathione synthetase GshB,gshB,,Glutathione: Biosynthesis and gamma-glutamyl cycle,,Dispensable Unclear In Ecoli,Glutathione synthetase (EC 6.3.2.3),CBSS-318161.14.peg.2599; <br>CBSS-320372.3.peg.6046; <br>Glutathione: Biosynthesis and gamma-glutamyl cycle; <br>Heat shock dnaK gene cluster extended,,,,ATP,,,,6.3.2.3,core,1,cyt,Shw00677
W3181_0782,,22,,16S rRNA (uracil1498-N3)-methyltransferase RsmE,rsmE,yggJ,rRNA modification,,Unknown,Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-),CBSS-318161.14.peg.2599; <br>Heat shock dnaK gene cluster extended,,,,,,,,2.1.1.193,core,1,cyt,Shw00678
W3181_0783,,21,,endonuclease I EndA,endA,,like dns,,Dispensable,Extracellular deoxyribonuclease Dns (EC 3.1.21.-),,,,,,,,,3.1.21.1,core? (check Sben),1,peri,Shw00679
W3181_0784,,22,,protein of unknown function DUF335 SprT,sprT,,,,Dispensable,Protein sprT,,,,,,,,,,core,1,cyt,Shw00680
W3181_0785,,22,,putative periplasmic peptidase C15 superfamily,,,,,Dispensable,putative secreted protein,,,,,,,,,,core,1,peri,Shw00681
W3181_0786,,14,21746953 14693565,class D carbapenem-hydrolyzing beta-lactamase BlaA,blaA,oxa-54,virulence - B-lactam resistance (Cephalothin),,Dispensable,Beta-lactamase (EC 3.5.2.6),Beta-lactamase,,,,,,,,3.5.2.6,,1,peri,Shw00682
W3181_0787,,22,,transcriptional regulator LysR family,,,Sensory transduction,,Dispensable,Transcriptional regulator LysR family,,,LysR,,,,,,,core,1,cyt,Shw00683
W3181_0788,,22,,acetyl-CoA carboxylase multifunctional enzyme AccADCB,accADCB,,Fatty Acid Biosynthesis FASII,,New Essential,Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2) / Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14) / Biotin carboxyl carrier protein of acetyl-CoA carboxylase,Colicin V and Bacteriocin Production Cluster; <br>Fatty Acid Biosynthesis FASII; <br>Fatty Acid Biosynthesis FASII; <br>Fatty Acid Biosynthesis FASII; <br>Fatty Acid Biosynthesis FASII,,,,biotin; ATP,,,,"6.4.1.2, 6.3.4.14",core,1,cyt,Shw00684
